Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,PracticeSport,IsFirstChild,NrSiblings,WklyStudyHours,MathScore,ReadingScore,WritingScore,AverageScore,Passed
male,group E,,free/reduced,none,sometimes,yes,2.0,,86,83,77,82.0,1
male,group E,master's degree,standard,none,sometimes,no,2.0,> 10,82,74,76,77.33333333333333,1
female,group C,associate's degree,standard,none,regularly,yes,1.0,5 - 10,41,55,55,50.333333333333336,1
male,group C,,standard,,sometimes,yes,2.0,> 10,74,76,73,74.33333333333333,1
female,group D,some college,standard,none,sometimes,no,3.0,< 5,80,84,81,81.66666666666667,1
female,group B,,free/reduced,completed,never,yes,2.0,5 - 10,66,82,76,74.66666666666667,1
female,,some college,free/reduced,none,sometimes,yes,,> 10,39,55,41,45.0,0
female,group D,some college,free/reduced,none,,no,2.0,,55,67,65,62.333333333333336,1
male,group C,associate's degree,free/reduced,none,,no,2.0,5 - 10,54,55,50,53.0,1
male,,some college,standard,completed,sometimes,yes,0.0,5 - 10,72,75,80,75.66666666666667,1
male,group B,some college,standard,none,regularly,yes,3.0,> 10,96,82,83,87.0,1
male,group C,some high school,standard,none,sometimes,no,2.0,> 10,50,47,42,46.333333333333336,0
male,group E,some college,standard,completed,regularly,yes,3.0,5 - 10,100,100,100,100.0,1
male,group B,some college,free/reduced,none,regularly,yes,1.0,5 - 10,62,52,50,54.666666666666664,1
female,group D,bachelor's degree,free/reduced,none,sometimes,no,4.0,> 10,57,76,72,68.33333333333333,1
male,group E,bachelor's degree,standard,completed,sometimes,yes,1.0,5 - 10,83,69,77,76.33333333333333,1
male,group D,some college,standard,completed,regularly,yes,1.0,< 5,74,67,69,70.0,1
male,group A,some college,standard,none,sometimes,no,2.0,> 10,58,57,53,56.0,1
female,group B,some college,standard,,sometimes,yes,4.0,5 - 10,64,70,63,65.66666666666667,1
female,group B,high school,standard,none,sometimes,yes,2.0,< 5,64,70,65,66.33333333333333,1
female,,some college,free/reduced,completed,sometimes,no,2.0,5 - 10,63,76,78,72.33333333333333,1
female,group D,some high school,standard,none,regularly,yes,,5 - 10,84,83,87,84.66666666666667,1
male,group C,associate's degree,free/reduced,completed,sometimes,no,1.0,5 - 10,76,66,64,68.66666666666667,1
female,group A,some college,standard,none,regularly,no,4.0,5 - 10,51,70,67,62.666666666666664,1
female,group B,some college,free/reduced,completed,regularly,yes,3.0,5 - 10,35,55,57,49.0,0
male,group D,master's degree,free/reduced,completed,sometimes,yes,3.0,,62,54,65,60.333333333333336,1
male,group C,master's degree,standard,completed,sometimes,no,2.0,5 - 10,73,80,76,76.33333333333333,1
female,group B,master's degree,standard,completed,sometimes,no,1.0,5 - 10,88,93,100,93.66666666666667,1
female,group D,associate's degree,free/reduced,none,sometimes,yes,2.0,5 - 10,42,55,58,51.666666666666664,1
male,group C,associate's degree,standard,none,sometimes,yes,1.0,5 - 10,86,87,85,86.0,1
female,group C,some college,standard,none,sometimes,no,1.0,< 5,56,60,60,58.666666666666664,1
female,group D,master's degree,free/reduced,none,sometimes,yes,1.0,> 10,66,77,71,71.33333333333333,1
female,group E,master's degree,free/reduced,none,regularly,yes,3.0,5 - 10,84,87,86,85.66666666666667,1
female,group D,associate's degree,free/reduced,none,sometimes,yes,4.0,5 - 10,29,42,40,37.0,0
male,group B,high school,standard,completed,never,yes,4.0,5 - 10,62,62,60,61.333333333333336,1
male,group E,associate's degree,standard,completed,regularly,no,3.0,< 5,87,73,77,79.0,1
female,,high school,standard,completed,sometimes,yes,6.0,5 - 10,68,87,85,80.0,1
male,group D,some college,standard,none,sometimes,no,2.0,5 - 10,60,56,57,57.666666666666664,1
male,group D,some high school,standard,completed,sometimes,yes,3.0,,54,57,59,56.666666666666664,1
male,group A,,free/reduced,none,sometimes,no,4.0,5 - 10,68,72,64,68.0,1
female,group B,bachelor's degree,standard,none,sometimes,no,3.0,> 10,64,70,65,66.33333333333333,1
male,group C,associate's degree,free/reduced,completed,never,no,1.0,> 10,53,61,67,60.333333333333336,1
female,group C,high school,free/reduced,completed,regularly,yes,0.0,5 - 10,62,85,84,77.0,1
male,group B,associate's degree,standard,none,regularly,yes,3.0,5 - 10,74,75,77,75.33333333333333,1
female,group C,high school,standard,completed,sometimes,yes,4.0,5 - 10,48,66,63,59.0,1
male,group B,high school,standard,none,regularly,yes,1.0,< 5,58,47,38,47.666666666666664,0
male,group B,bachelor's degree,free/reduced,completed,regularly,,2.0,5 - 10,66,68,62,65.33333333333333,1
male,group D,some college,standard,none,regularly,yes,1.0,5 - 10,51,38,43,44.0,0
female,group D,,free/reduced,none,sometimes,yes,3.0,5 - 10,49,61,67,59.0,1
female,group B,some high school,free/reduced,completed,never,yes,0.0,< 5,48,65,68,60.333333333333336,1
male,group D,master's degree,standard,none,sometimes,yes,0.0,5 - 10,99,90,93,94.0,1
female,group D,high school,standard,none,regularly,no,2.0,5 - 10,36,49,53,46.0,0
female,group E,high school,standard,none,sometimes,yes,3.0,> 10,84,91,81,85.33333333333333,1
female,group C,some high school,free/reduced,none,never,no,2.0,5 - 10,37,41,41,39.666666666666664,0
female,group B,high school,free/reduced,none,regularly,yes,1.0,< 5,55,63,59,59.0,1
male,group E,some high school,free/reduced,none,regularly,yes,0.0,< 5,69,67,59,65.0,1
female,group E,bachelor's degree,free/reduced,completed,sometimes,yes,1.0,5 - 10,76,82,83,80.33333333333333,1
male,group C,some high school,standard,,sometimes,yes,3.0,5 - 10,91,95,91,92.33333333333333,1
male,group B,high school,free/reduced,none,never,yes,0.0,5 - 10,61,58,58,59.0,1
female,group D,master's degree,free/reduced,none,never,yes,4.0,5 - 10,71,88,84,81.0,1
female,group C,some high school,standard,none,sometimes,yes,0.0,< 5,54,61,55,56.666666666666664,1
female,group D,some high school,standard,completed,sometimes,no,1.0,5 - 10,77,74,74,75.0,1
female,group D,bachelor's degree,standard,none,sometimes,no,3.0,5 - 10,79,89,89,85.66666666666667,1
female,group E,some high school,free/reduced,none,sometimes,no,3.0,< 5,69,84,85,79.33333333333333,1
male,group C,bachelor's degree,standard,none,regularly,yes,1.0,< 5,76,66,64,68.66666666666667,1
female,group E,associate's degree,free/reduced,completed,sometimes,yes,2.0,< 5,64,76,72,70.66666666666667,1
male,group E,high school,free/reduced,none,never,yes,4.0,5 - 10,41,47,39,42.333333333333336,0
female,group D,high school,standard,completed,sometimes,yes,0.0,> 10,78,84,80,80.66666666666667,1
male,group D,some college,free/reduced,none,sometimes,no,,> 10,64,57,53,58.0,1
male,group B,some high school,free/reduced,completed,regularly,yes,1.0,5 - 10,52,49,44,48.333333333333336,0
male,group D,,standard,completed,regularly,yes,5.0,> 10,97,83,93,91.0,1
male,,some high school,free/reduced,none,sometimes,no,2.0,5 - 10,50,48,46,48.0,0
female,group B,associate's degree,standard,none,sometimes,yes,,5 - 10,71,85,77,77.66666666666667,1
male,group B,some high school,standard,completed,sometimes,yes,0.0,5 - 10,68,73,67,69.33333333333333,1
male,group C,master's degree,free/reduced,none,regularly,no,4.0,5 - 10,53,51,46,50.0,0
female,group E,,standard,completed,sometimes,yes,0.0,5 - 10,76,76,77,76.33333333333333,1
male,group D,some high school,free/reduced,none,never,no,1.0,,56,61,54,57.0,1
female,group D,master's degree,free/reduced,none,regularly,yes,0.0,> 10,80,85,85,83.33333333333333,1
male,group C,some college,free/reduced,none,sometimes,no,3.0,5 - 10,78,72,64,71.33333333333333,1
female,group B,high school,standard,none,sometimes,yes,1.0,> 10,77,77,77,77.0,1
male,group D,some college,standard,none,,,3.0,5 - 10,55,49,43,49.0,0
female,group B,some high school,standard,completed,sometimes,yes,1.0,,55,65,64,61.333333333333336,1
male,group C,high school,free/reduced,none,regularly,yes,1.0,< 5,43,60,55,52.666666666666664,1
female,group C,some college,standard,completed,regularly,yes,,> 10,83,90,93,88.66666666666667,1
male,group C,high school,free/reduced,completed,never,yes,1.0,5 - 10,47,44,43,44.666666666666664,0
male,group B,associate's degree,standard,completed,sometimes,yes,1.0,< 5,76,72,73,73.66666666666667,1
male,group C,associate's degree,free/reduced,completed,sometimes,yes,0.0,5 - 10,62,63,67,64.0,1
male,group B,bachelor's degree,standard,none,regularly,no,1.0,5 - 10,56,54,47,52.333333333333336,1
male,group C,high school,standard,none,never,no,2.0,< 5,53,56,48,52.333333333333336,1
male,group B,bachelor's degree,standard,none,sometimes,no,4.0,5 - 10,50,43,36,43.0,0
male,group B,high school,standard,completed,sometimes,yes,,< 5,60,66,60,62.0,1
female,group B,some high school,standard,none,regularly,yes,2.0,5 - 10,57,70,58,61.666666666666664,1
male,group D,some high school,standard,completed,sometimes,,0.0,< 5,81,59,72,70.66666666666667,1
male,group C,high school,free/reduced,completed,regularly,no,1.0,5 - 10,86,80,85,83.66666666666667,1
male,group C,associate's degree,standard,,regularly,yes,1.0,> 10,84,96,94,91.33333333333333,1
male,group B,some college,standard,completed,,no,1.0,< 5,58,65,68,63.666666666666664,1
male,group B,associate's degree,standard,,regularly,no,1.0,< 5,88,90,92,90.0,1
male,group D,associate's degree,free/reduced,none,sometimes,no,2.0,< 5,38,32,31,33.666666666666664,0
male,group C,some high school,standard,none,sometimes,no,3.0,5 - 10,66,57,60,61.0,1
female,group E,some high school,standard,none,sometimes,no,2.0,< 5,71,74,74,73.0,1
male,group A,some college,standard,,sometimes,no,3.0,5 - 10,79,78,71,76.0,1
female,group E,associate's degree,free/reduced,none,sometimes,yes,3.0,> 10,50,62,60,57.333333333333336,1
female,group C,associate's degree,free/reduced,none,sometimes,yes,2.0,< 5,32,58,54,48.0,0
female,group B,bachelor's degree,standard,none,sometimes,no,5.0,5 - 10,52,60,59,57.0,1
male,group C,,free/reduced,none,regularly,yes,0.0,> 10,62,66,60,62.666666666666664,1
male,group B,,standard,none,sometimes,no,,5 - 10,83,68,66,72.33333333333333,1
male,group C,associate's degree,free/reduced,completed,never,yes,1.0,> 10,91,86,81,86.0,1
male,,some high school,standard,completed,sometimes,yes,1.0,5 - 10,85,82,86,84.33333333333333,1
male,group E,some high school,free/reduced,none,sometimes,yes,3.0,> 10,77,70,67,71.33333333333333,1
female,group A,high school,free/reduced,,never,no,,5 - 10,63,75,78,72.0,1
male,group C,high school,free/reduced,none,sometimes,no,2.0,5 - 10,53,55,47,51.666666666666664,1
male,group D,associate's degree,free/reduced,none,regularly,,0.0,< 5,65,66,61,64.0,1
female,group C,some college,standard,completed,regularly,no,2.0,5 - 10,38,69,64,57.0,1
male,group E,,free/reduced,none,regularly,yes,1.0,5 - 10,50,40,33,41.0,0
male,group C,some college,free/reduced,none,sometimes,yes,,5 - 10,57,53,51,53.666666666666664,1
male,group C,associate's degree,standard,none,never,no,2.0,< 5,67,65,62,64.66666666666667,1
female,group B,high school,free/reduced,completed,never,no,4.0,5 - 10,39,56,53,49.333333333333336,0
male,group C,bachelor's degree,standard,completed,never,no,4.0,5 - 10,77,74,73,74.66666666666667,1
female,group B,associate's degree,free/reduced,completed,sometimes,yes,1.0,< 5,57,62,64,61.0,1
male,group C,associate's degree,standard,completed,regularly,no,3.0,,73,66,67,68.66666666666667,1
male,group B,associate's degree,free/reduced,none,sometimes,no,4.0,5 - 10,43,28,24,31.666666666666668,0
female,group C,bachelor's degree,free/reduced,completed,sometimes,yes,6.0,> 10,54,75,77,68.66666666666667,1
male,group E,some high school,free/reduced,completed,sometimes,yes,2.0,5 - 10,62,59,59,60.0,1
female,group C,associate's degree,standard,none,sometimes,yes,1.0,< 5,77,81,82,80.0,1
female,group B,,standard,none,regularly,yes,2.0,< 5,85,88,83,85.33333333333333,1
female,group C,associate's degree,free/reduced,none,sometimes,no,,> 10,55,70,64,63.0,1
male,group D,bachelor's degree,free/reduced,none,never,yes,3.0,> 10,67,70,67,68.0,1
male,group C,high school,free/reduced,none,sometimes,no,2.0,5 - 10,58,72,63,64.33333333333333,1
male,group B,master's degree,free/reduced,none,regularly,yes,,5 - 10,50,45,45,46.666666666666664,0
female,group B,master's degree,standard,,regularly,no,1.0,> 10,70,76,75,73.66666666666667,1
male,group B,some college,free/reduced,completed,regularly,yes,0.0,< 5,46,36,41,41.0,0
male,group D,bachelor's degree,standard,none,regularly,yes,1.0,5 - 10,57,62,60,59.666666666666664,1
female,group C,high school,free/reduced,none,regularly,yes,2.0,5 - 10,48,59,54,53.666666666666664,1
female,group D,bachelor's degree,standard,completed,sometimes,no,3.0,5 - 10,74,79,84,79.0,1
male,group E,some college,standard,none,sometimes,no,2.0,5 - 10,65,59,54,59.333333333333336,1
female,group C,some high school,standard,completed,sometimes,no,1.0,5 - 10,87,95,97,93.0,1
male,group D,some high school,free/reduced,none,regularly,,1.0,< 5,83,68,77,76.0,1
female,group C,high school,standard,none,sometimes,yes,2.0,5 - 10,42,43,40,41.666666666666664,0
male,group C,bachelor's degree,standard,completed,sometimes,yes,2.0,5 - 10,96,91,90,92.33333333333333,1
female,group B,some high school,free/reduced,none,sometimes,yes,3.0,< 5,36,37,44,39.0,0
male,group B,some college,standard,none,sometimes,,1.0,,75,71,74,73.33333333333333,1
female,group C,high school,standard,completed,sometimes,yes,2.0,5 - 10,81,70,76,75.66666666666667,1
female,group C,high school,standard,none,regularly,yes,0.0,< 5,62,61,64,62.333333333333336,1
female,group C,,standard,completed,sometimes,yes,3.0,> 10,57,77,78,70.66666666666667,1
female,group D,high school,free/reduced,,regularly,no,3.0,,53,61,66,60.0,1
male,group E,some high school,standard,completed,sometimes,yes,5.0,5 - 10,65,57,56,59.333333333333336,1
female,group D,high school,standard,none,never,yes,1.0,5 - 10,94,98,93,95.0,1
female,group D,high school,free/reduced,none,regularly,no,2.0,> 10,49,56,62,55.666666666666664,1
male,group C,some high school,standard,none,never,yes,3.0,5 - 10,74,67,63,68.0,1
female,group D,associate's degree,standard,none,regularly,no,3.0,> 10,95,94,100,96.33333333333333,1
female,group E,some high school,free/reduced,,sometimes,yes,6.0,5 - 10,66,81,80,75.66666666666667,1
male,group C,some high school,standard,none,regularly,yes,1.0,5 - 10,88,77,74,79.66666666666667,1
male,group D,high school,standard,none,sometimes,no,1.0,< 5,89,83,81,84.33333333333333,1
female,group D,high school,free/reduced,completed,sometimes,yes,3.0,5 - 10,72,84,86,80.66666666666667,1
male,group C,some college,standard,completed,sometimes,yes,3.0,< 5,63,62,62,62.333333333333336,1
male,group C,high school,free/reduced,none,never,yes,1.0,> 10,71,68,61,66.66666666666667,1
female,group B,high school,standard,none,sometimes,no,1.0,,51,62,59,57.333333333333336,1
female,group E,some high school,standard,none,sometimes,yes,1.0,> 10,65,76,70,70.33333333333333,1
female,group C,some college,standard,none,regularly,yes,3.0,5 - 10,79,96,97,90.66666666666667,1
male,group E,high school,standard,completed,regularly,yes,1.0,5 - 10,79,83,82,81.33333333333333,1
male,group C,some college,free/reduced,completed,never,no,3.0,,83,82,75,80.0,1
male,group A,some high school,free/reduced,none,sometimes,yes,0.0,5 - 10,57,57,51,55.0,1
female,group B,associate's degree,standard,none,regularly,no,1.0,> 10,32,51,46,43.0,0
female,group B,some college,standard,none,sometimes,no,1.0,,62,67,67,65.33333333333333,1
male,group C,some college,standard,completed,sometimes,no,1.0,5 - 10,59,49,46,51.333333333333336,1
male,group D,,standard,completed,regularly,yes,1.0,,78,76,76,76.66666666666667,1
female,group C,some high school,free/reduced,none,,no,1.0,< 5,56,67,71,64.66666666666667,1
male,group E,associate's degree,standard,completed,sometimes,no,3.0,5 - 10,83,85,84,84.0,1
male,group C,some college,free/reduced,completed,regularly,no,1.0,5 - 10,64,60,63,62.333333333333336,1
female,,some high school,free/reduced,none,regularly,no,1.0,5 - 10,49,56,57,54.0,1
male,group C,high school,standard,completed,sometimes,no,1.0,5 - 10,62,63,63,62.666666666666664,1
female,group A,high school,free/reduced,completed,regularly,yes,3.0,5 - 10,60,72,68,66.66666666666667,1
male,group C,bachelor's degree,standard,completed,sometimes,yes,4.0,< 5,96,98,98,97.33333333333333,1
male,group C,bachelor's degree,standard,,regularly,yes,,5 - 10,74,64,64,67.33333333333333,1
male,group C,bachelor's degree,standard,none,sometimes,no,2.0,< 5,80,74,76,76.66666666666667,1
male,group D,high school,standard,none,regularly,yes,4.0,< 5,81,82,82,81.66666666666667,1
male,group E,some college,free/reduced,none,regularly,yes,3.0,,78,75,71,74.66666666666667,1
female,group E,some college,free/reduced,completed,never,no,5.0,< 5,40,53,52,48.333333333333336,0
female,group C,high school,standard,completed,sometimes,yes,2.0,> 10,75,75,74,74.66666666666667,1
male,group C,some high school,standard,none,never,no,2.0,> 10,89,82,76,82.33333333333333,1
female,group D,some college,standard,,sometimes,no,3.0,,70,78,85,77.66666666666667,1
male,group D,bachelor's degree,standard,none,never,,6.0,< 5,63,63,58,61.333333333333336,1
female,group E,associate's degree,standard,none,sometimes,yes,0.0,5 - 10,91,95,100,95.33333333333333,1
male,group D,some high school,free/reduced,none,sometimes,no,1.0,> 10,44,32,34,36.666666666666664,0
male,group C,some college,free/reduced,none,regularly,yes,5.0,< 5,47,44,47,46.0,0
female,group C,bachelor's degree,standard,none,sometimes,yes,3.0,< 5,46,59,61,55.333333333333336,1
male,group E,some high school,standard,none,sometimes,yes,2.0,< 5,82,70,72,74.66666666666667,1
female,group E,,free/reduced,completed,never,no,4.0,5 - 10,72,92,85,83.0,1
male,group B,,standard,none,sometimes,yes,3.0,5 - 10,77,78,72,75.66666666666667,1
female,,some college,standard,,regularly,yes,3.0,> 10,84,94,92,90.0,1
female,group E,high school,standard,none,regularly,yes,0.0,> 10,76,85,79,80.0,1
female,group E,bachelor's degree,free/reduced,none,regularly,,0.0,< 5,48,55,59,54.0,1
male,group D,associate's degree,standard,completed,sometimes,yes,2.0,< 5,66,73,77,72.0,1
female,group B,some college,free/reduced,completed,sometimes,no,1.0,,59,68,71,66.0,1
female,group C,associate's degree,free/reduced,completed,,yes,1.0,> 10,80,90,93,87.66666666666667,1
female,group C,high school,free/reduced,none,sometimes,no,3.0,< 5,63,70,74,69.0,1
male,group E,some college,free/reduced,completed,regularly,yes,3.0,5 - 10,79,69,75,74.33333333333333,1
male,group D,bachelor's degree,free/reduced,none,never,yes,3.0,5 - 10,61,68,64,64.33333333333333,1
male,group C,some college,standard,completed,regularly,yes,3.0,< 5,81,72,74,75.66666666666667,1
male,group E,bachelor's degree,free/reduced,none,regularly,yes,3.0,5 - 10,64,65,60,63.0,1
female,group E,high school,free/reduced,none,never,yes,0.0,< 5,60,77,78,71.66666666666667,1
male,group C,master's degree,free/reduced,none,never,yes,0.0,> 10,59,73,65,65.66666666666667,1
male,group C,high school,standard,none,sometimes,yes,2.0,< 5,54,54,41,49.666666666666664,0
male,group D,some high school,standard,none,regularly,yes,1.0,5 - 10,59,56,55,56.666666666666664,1
female,group C,some college,standard,none,sometimes,no,1.0,< 5,87,93,91,90.33333333333333,1
female,group B,associate's degree,standard,,never,,2.0,5 - 10,56,65,77,66.0,1
female,group D,some college,standard,none,never,yes,5.0,5 - 10,52,54,61,55.666666666666664,1
male,group D,high school,free/reduced,none,sometimes,no,3.0,5 - 10,51,58,49,52.666666666666664,1
female,group C,some high school,standard,none,sometimes,no,4.0,< 5,68,71,74,71.0,1
male,group D,high school,standard,none,sometimes,yes,2.0,5 - 10,90,79,80,83.0,1
male,group C,some college,standard,completed,regularly,yes,2.0,5 - 10,90,87,86,87.66666666666667,1
female,group D,associate's degree,free/reduced,none,never,no,2.0,5 - 10,62,74,73,69.66666666666667,1
male,group A,some college,standard,completed,sometimes,no,2.0,5 - 10,61,53,58,57.333333333333336,1
male,group B,bachelor's degree,free/reduced,none,sometimes,yes,2.0,5 - 10,53,53,57,54.333333333333336,1
female,group D,associate's degree,free/reduced,none,sometimes,no,,5 - 10,62,62,65,63.0,1
male,group C,,standard,,regularly,yes,2.0,< 5,60,61,57,59.333333333333336,1
female,group D,some high school,standard,none,regularly,yes,3.0,5 - 10,61,70,66,65.66666666666667,1
female,group C,some high school,standard,none,sometimes,yes,0.0,> 10,70,65,72,69.0,1
male,group D,high school,standard,none,,yes,,5 - 10,63,54,55,57.333333333333336,1
male,group C,,standard,none,sometimes,yes,1.0,< 5,71,74,66,70.33333333333333,1
male,group D,some high school,standard,none,regularly,yes,4.0,5 - 10,86,79,74,79.66666666666667,1
female,group B,some college,free/reduced,,sometimes,yes,,< 5,54,65,56,58.333333333333336,1
female,group A,high school,free/reduced,completed,sometimes,yes,3.0,> 10,40,50,51,47.0,0
female,group D,associate's degree,standard,completed,regularly,no,4.0,> 10,81,75,89,81.66666666666667,1
male,group C,some high school,free/reduced,,regularly,no,1.0,> 10,39,37,34,36.666666666666664,0
female,group E,high school,free/reduced,completed,sometimes,no,2.0,5 - 10,53,68,68,63.0,1
male,group B,associate's degree,standard,none,regularly,yes,1.0,< 5,51,48,47,48.666666666666664,0
male,group B,some high school,free/reduced,none,sometimes,yes,1.0,5 - 10,50,54,43,49.0,0
male,group B,some college,standard,none,never,yes,3.0,5 - 10,27,28,19,24.666666666666668,0
male,group B,some college,free/reduced,completed,sometimes,yes,1.0,5 - 10,59,58,62,59.666666666666664,1
male,group C,associate's degree,free/reduced,completed,regularly,no,2.0,> 10,81,76,83,80.0,1
female,group E,bachelor's degree,standard,none,sometimes,no,2.0,5 - 10,75,84,79,79.33333333333333,1
female,group C,high school,free/reduced,none,regularly,yes,1.0,5 - 10,33,63,62,52.666666666666664,1
male,group D,some high school,free/reduced,none,sometimes,no,3.0,> 10,61,52,49,54.0,1
female,group B,associate's degree,free/reduced,completed,sometimes,yes,0.0,5 - 10,32,43,48,41.0,0
male,group E,some high school,standard,completed,regularly,yes,5.0,> 10,94,87,86,89.0,1
female,group B,master's degree,standard,completed,sometimes,no,2.0,5 - 10,67,71,81,73.0,1
female,group C,some high school,standard,completed,never,no,2.0,5 - 10,54,64,64,60.666666666666664,1
male,group C,some high school,standard,completed,regularly,,1.0,> 10,100,89,90,93.0,1
female,,high school,standard,none,,yes,,< 5,75,71,78,74.66666666666667,1
female,group C,some high school,standard,none,never,no,3.0,5 - 10,55,63,65,61.0,1
female,group C,associate's degree,free/reduced,completed,never,yes,3.0,5 - 10,38,60,60,52.666666666666664,1
male,group A,master's degree,free/reduced,,sometimes,no,4.0,> 10,49,51,49,49.666666666666664,0
female,group A,some college,standard,completed,regularly,no,1.0,< 5,71,81,83,78.33333333333333,1
male,group C,some high school,standard,none,sometimes,yes,5.0,5 - 10,56,50,46,50.666666666666664,1
male,group B,associate's degree,free/reduced,none,sometimes,yes,3.0,> 10,50,49,52,50.333333333333336,1
female,group C,high school,standard,none,sometimes,yes,3.0,< 5,62,67,64,64.33333333333333,1
female,group A,bachelor's degree,free/reduced,completed,sometimes,no,2.0,5 - 10,74,86,86,82.0,1
female,group D,some high school,standard,completed,sometimes,yes,1.0,> 10,88,100,100,96.0,1
female,group E,some college,free/reduced,none,sometimes,no,2.0,5 - 10,53,57,64,58.0,1
male,,high school,free/reduced,,regularly,no,2.0,> 10,64,83,81,76.0,1
male,group B,associate's degree,standard,none,sometimes,no,3.0,< 5,81,70,72,74.33333333333333,1
female,group C,bachelor's degree,standard,completed,sometimes,no,2.0,5 - 10,75,83,88,82.0,1
male,group C,some high school,standard,none,sometimes,yes,3.0,5 - 10,35,31,28,31.333333333333332,0
male,group C,some college,free/reduced,completed,regularly,yes,1.0,< 5,65,63,64,64.0,1
male,group B,some high school,standard,none,sometimes,no,2.0,< 5,75,63,58,65.33333333333333,1
male,group E,master's degree,standard,none,sometimes,yes,3.0,< 5,86,82,75,81.0,1
male,group D,,standard,none,never,yes,3.0,< 5,58,55,54,55.666666666666664,1
female,,high school,free/reduced,completed,regularly,yes,2.0,5 - 10,58,85,77,73.33333333333333,1
male,group B,associate's degree,standard,none,sometimes,yes,1.0,5 - 10,80,86,76,80.66666666666667,1
male,group D,high school,standard,completed,sometimes,no,1.0,5 - 10,78,65,67,70.0,1
male,group E,master's degree,free/reduced,completed,never,yes,4.0,< 5,58,47,50,51.666666666666664,1
female,group C,associate's degree,standard,completed,sometimes,yes,4.0,5 - 10,52,59,62,57.666666666666664,1
male,group C,associate's degree,free/reduced,none,sometimes,no,2.0,< 5,60,54,50,54.666666666666664,1
female,group B,some college,standard,completed,sometimes,yes,1.0,5 - 10,66,75,77,72.66666666666667,1
female,group B,associate's degree,free/reduced,none,sometimes,yes,1.0,< 5,36,58,57,50.333333333333336,1
male,group D,some high school,standard,none,sometimes,yes,,< 5,91,78,80,83.0,1
female,group C,some college,standard,completed,never,yes,1.0,5 - 10,64,73,78,71.66666666666667,1
female,group A,high school,standard,completed,sometimes,yes,1.0,> 10,91,98,99,96.0,1
female,group E,,free/reduced,none,sometimes,yes,7.0,5 - 10,51,56,60,55.666666666666664,1
female,group C,some college,free/reduced,none,regularly,yes,1.0,> 10,60,62,60,60.666666666666664,1
female,group B,high school,free/reduced,none,regularly,no,5.0,< 5,58,66,64,62.666666666666664,1
female,group C,some college,standard,none,regularly,yes,,5 - 10,74,77,72,74.33333333333333,1
female,group D,associate's degree,standard,completed,regularly,yes,2.0,5 - 10,87,84,94,88.33333333333333,1
male,group D,some college,free/reduced,none,sometimes,no,4.0,5 - 10,49,51,50,50.0,0
female,group E,high school,standard,completed,regularly,yes,5.0,> 10,82,83,86,83.66666666666667,1
female,group D,associate's degree,standard,none,regularly,,1.0,5 - 10,61,60,60,60.333333333333336,1
male,,associate's degree,free/reduced,none,sometimes,yes,2.0,5 - 10,58,62,62,60.666666666666664,1
male,group D,high school,standard,completed,sometimes,yes,1.0,,43,32,36,37.0,0
male,group A,high school,free/reduced,none,sometimes,yes,3.0,5 - 10,25,25,23,24.333333333333332,0
female,group E,master's degree,standard,none,sometimes,yes,,< 5,60,64,62,62.0,1
female,group B,high school,free/reduced,none,sometimes,yes,1.0,< 5,40,43,46,43.0,0
female,,some high school,free/reduced,none,never,yes,1.0,< 5,36,53,52,47.0,0
female,group D,some college,free/reduced,none,sometimes,yes,3.0,< 5,61,74,78,71.0,1
female,group C,,standard,none,regularly,yes,1.0,,76,84,90,83.33333333333333,1
male,group A,some high school,standard,none,regularly,yes,2.0,5 - 10,71,68,58,65.66666666666667,1
male,group C,some college,free/reduced,none,sometimes,no,2.0,5 - 10,70,67,67,68.0,1
female,group E,master's degree,standard,completed,never,no,5.0,< 5,81,84,91,85.33333333333333,1
female,group D,associate's degree,standard,completed,sometimes,no,2.0,5 - 10,64,68,77,69.66666666666667,1
female,group C,associate's degree,standard,completed,sometimes,no,3.0,5 - 10,80,85,84,83.0,1
male,group D,,standard,none,sometimes,no,,> 10,61,47,52,53.333333333333336,1
male,group C,some college,free/reduced,none,sometimes,yes,4.0,> 10,78,75,72,75.0,1
female,group E,some college,standard,none,sometimes,yes,5.0,5 - 10,79,82,85,82.0,1
female,,some college,free/reduced,completed,regularly,yes,0.0,> 10,64,84,80,76.0,1
male,group B,associate's degree,standard,completed,regularly,no,3.0,> 10,85,80,79,81.33333333333333,1
female,group C,bachelor's degree,standard,none,sometimes,no,1.0,5 - 10,57,63,59,59.666666666666664,1
male,group C,some college,standard,,sometimes,no,4.0,5 - 10,58,52,53,54.333333333333336,1
male,group C,associate's degree,free/reduced,completed,regularly,no,,5 - 10,56,57,58,57.0,1
female,group D,associate's degree,free/reduced,completed,never,no,1.0,< 5,60,61,64,61.666666666666664,1
female,group B,high school,standard,,regularly,yes,2.0,5 - 10,59,63,64,62.0,1
male,group C,some college,standard,completed,sometimes,yes,1.0,< 5,78,75,75,76.0,1
male,,associate's degree,standard,none,sometimes,no,1.0,< 5,69,61,56,62.0,1
female,group E,high school,standard,completed,sometimes,no,1.0,> 10,84,96,93,91.0,1
female,group C,high school,free/reduced,none,regularly,no,3.0,5 - 10,66,72,67,68.33333333333333,1
male,group A,some college,free/reduced,,sometimes,yes,0.0,< 5,55,52,54,53.666666666666664,1
